Price,Close,High,Low,Open,Volume,Adj Close,daily_return,log_return,volatility_7d,volatility_14d,volatility_21d,volatility_30d
Ticker,000001.SS,000001.SS,000001.SS,000001.SS,000001.SS,,,,,,,
Date,,,,,,,,,,,,
2015-02-16,3222.363037109375,3228.845947265625,3195.884033203125,3206.136962890625,223800,3222.363037109375,0.005785622434108406,0.005768949996676072,0.1730147328010895,0.23416647401230678,0.3880129534899966,0.3525475652658926
2015-02-17,3246.906005859375,3255.72509765625,3230.77197265625,3230.884033203125,228300,3246.906005859375,0.00761645055735749,0.0075875918391814495,0.056243443271124974,0.23192475612775199,0.2656777604191627,0.3534672462049863
2015-02-25,3228.843017578125,3257.222900390625,3215.552001953125,3256.47900390625,233300,3228.843017578125,-0.0055631386460383014,-0.0055786705326460306,0.09833730556976546,0.22649700839754616,0.2602086744475825,0.3529182561327623
2015-02-26,3298.35888671875,3300.615966796875,3202.18798828125,3222.15087890625,301300,3298.35888671875,0.021529652808196076,0.021301163545547817,0.12612197249673787,0.2328898760424387,0.21562672580350375,0.3521166963492898
2015-02-27,3310.302978515625,3324.5458984375,3291.007080078125,3296.8310546875,299200,3310.302978515625,0.0036212226161833616,0.0036146817753699247,0.12735731278500065,0.19513561530304452,0.21492720253818692,0.3521816050699517
2015-03-02,3336.284912109375,3336.760009765625,3298.6689453125,3332.720947265625,346400,3336.284912109375,0.00784880833034829,0.007818166663525947,0.1268335446522884,0.17352144921458798,0.21663442993133836,0.3488476301245069
2015-03-03,3263.052001953125,3317.695068359375,3260.428955078125,3317.695068359375,382000,3263.052001953125,-0.021950436514112992,-0.02219493182049959,0.21441244548478472,0.19756295830310205,0.22642710456456228,0.35529142862816826
2015-03-04,3279.532958984375,3286.587890625,3250.48388671875,3264.181884765625,293600,3279.532958984375,0.0050507797673420285,0.005038067366270163,0.21400560359169138,0.18728615305399948,0.22597480804148923,0.35531171392281186
2015-03-05,3248.47607421875,3266.637939453125,3221.666015625,3264.0849609375,320700,3248.47607421875,-0.009469910854392749,-0.00951503557084443,0.22144326081775623,0.16755094939089185,0.22311764133978904,0.34118860595253264
2015-03-06,3241.18701171875,3266.93310546875,3234.532958984375,3248.035888671875,282900,3241.18701171875,-0.0022438405989346766,-0.0022463617813784577,0.21876012562868316,0.16911768762788612,0.21862970924714514,0.33902690092471444
2015-03-09,3302.407958984375,3307.701904296875,3198.3701171875,3224.31396484375,321500,3302.407958984375,0.01888843409660601,0.018712262571035296,0.20876663478005278,0.17486251217143742,0.22025193407048768,0.2482627811263045
2015-03-10,3286.068115234375,3309.9150390625,3277.094970703125,3289.0849609375,285800,3286.068115234375,-0.004947857427955449,-0.004960138601597452,0.20917250965318615,0.178322528965079,0.19849276162271237,0.24421764967421936
2015-03-11,3290.89990234375,3325.053955078125,3278.470947265625,3289.593994140625,283000,3290.89990234375,0.0014703855610826988,0.0014693056027407316,0.20118387364364457,0.1781344299244023,0.1818885261778419,0.20325567200265524
2015-03-12,3349.322998046875,3360.053955078125,3300.488037109375,3314.81298828125,357300,3349.322998046875,0.017752923952963906,0.01759718135478434,0.17271569552399788,0.18726975461655807,0.1857428328402679,0.20910911492299533
2015-03-13,3372.910888671875,3391.2548828125,3352.14990234375,3359.488037109375,328400,3372.910888671875,0.007042584617474867,0.00701790143958153,0.17375186748658822,0.18767996912854754,0.17859595878374826,0.20997401692398268
2015-03-16,3449.304931640625,3449.304931640625,3377.0869140625,3391.157958984375,399100,3449.304931640625,0.02264929181062092,0.02239660493763863,0.17491010084877964,0.20409567248167115,0.1694354524764683,0.21816144104838334
2015-03-17,3502.846923828125,3504.123046875,3459.694091796875,3469.60302734375,520900,3502.846923828125,0.015522545338441107,0.015403303011397161,0.16053841020915002,0.203783876167768,0.17290789221516012,0.22025217067129002
2015-03-18,3577.301025390625,3577.662109375,3503.85302734375,3510.5009765625,545200,3577.301025390625,0.021255311231565877,0.021032567894895486,0.1656859734908007,0.2033910934512976,0.17815717704066242,0.22216086617525208
2015-03-19,3582.27099609375,3600.68408203125,3546.843994140625,3576.01904296875,537300,3582.27099609375,0.0013893073766646502,0.0013883431821096455,0.14200847372189565,0.20407272344835448,0.17890527422296518,0.21707589142779823
2015-03-20,3617.318115234375,3632.337890625,3569.3798828125,3587.083984375,516700,3617.318115234375,0.009783491862799254,0.009735943381538312,0.12282257529319664,0.2046309874540917,0.17931783040976917,0.21004027335646083
2015-03-23,3687.72802734375,3688.2490234375,3635.485107421875,3640.10400390625,536100,3687.72802734375,0.019464672408225026,0.01927765855186977,0.12555460480367261,0.16690951256410536,0.18467287582277578,0.19443628475849686
2015-03-24,3691.409912109375,3715.873046875,3600.697998046875,3692.569091796875,639600,3691.409912109375,0.0009984154846356397,0.0009979173993987659,0.14308407533428988,0.1695060588584237,0.18571203870200056,0.18650147240787873
2015-03-25,3660.72705078125,3693.15087890625,3634.55908203125,3680.952880859375,521900,3660.72705078125,-0.008311962653476224,-0.008346699637318114,0.17305816748590774,0.16716194252184505,0.1925810696021118,0.18566528580833108
2015-03-26,3682.094970703125,3707.318115234375,3615.010986328125,3641.94189453125,488600,3682.094970703125,0.005837069966009745,0.005820100276603738,0.16642399145108092,0.16044622798192015,0.18815769737010765,0.17881787641585886
2015-03-27,3691.095947265625,3710.47705078125,3656.8310546875,3686.134033203125,408900,3691.095947265625,0.002444525910960227,0.0024415429178425117,0.13574854515802748,0.15636882190963988,0.18033506063785698,0.1629040474262534
2015-03-30,3786.568115234375,3795.93505859375,3710.612060546875,3710.612060546875,564700,3786.568115234375,0.025865534067050167,0.025536679745492265,0.1821059540462067,0.1610294058033812,0.19319697014828718,0.17239483791640065
2015-03-31,3747.89892578125,3835.56689453125,3737.04296875,3822.987060546875,561700,3747.89892578125,-0.010212199616203566,-0.010264701874925581,0.21099331455559472,0.179852899879084,0.2015022361216939,0.17737545023307155
2015-04-01,3810.2939453125,3817.08203125,3742.212890625,3748.340087890625,447500,3810.2939453125,0.016647999523691448,0.016510940658405138,0.20369318816290743,0.1789368295917287,0.1775631782439509,0.18000277370047366
2015-04-02,3825.783935546875,3835.450927734375,3775.89404296875,3827.68896484375,479300,3825.783935546875,0.004065300592735355,0.0040570595855116375,0.2021979125979316,0.1800774388038156,0.17775882887316088,0.18007874489695674
2015-04-03,3863.928955078125,3864.405029296875,3792.2109375,3803.383056640625,473000,3863.928955078125,0.009970510664972343,0.009921133065503308,0.17958763011929757,0.16955664384668265,0.16696626973625145,0.18014337873034364
2015-04-07,3961.3779296875,3961.666015625,3891.72802734375,3899.419921875,570400,3961.3779296875,0.02522017763326212,0.0249073969696402,0.20573087130187193,0.18183353818232129,0.17185796723650643,0.18806960668954706
2015-04-08,3994.81103515625,4000.219970703125,3903.64794921875,3976.531982421875,618100,3994.81103515625,0.00843976668274804,0.008404350979248328,0.19898942136179018,0.17302772417482526,0.16861636710591846,0.18811110600682937
