Date,Close,High,Low,Open,Volume,Adj Close,daily_return,log_return,volatility_7d,volatility_14d,volatility_21d,volatility_30d,volatility_21d_lag_1,volatility_21d_lag_2,volatility_21d_lag_3,volatility_21d_lag_5,volatility_21d_lag_7,volatility_21d_lag_14,volatility_21d_lag_21,ma_5,volatility_21d_ma_5,ma_10,volatility_21d_ma_10,ma_20,volatility_21d_ma_20,ma_30,volatility_21d_ma_30,volatility_21d_std_5,volatility_21d_std_10,volatility_21d_std_20,volatility_21d_std_30,rsi_14,macd,macd_signal,macd_hist,bb_middle_20,bb_std_20,bb_upper_20,bb_lower_20,bb_width_20,volume_change,volume_ma_5,volume_ma_10,volume_ma_ratio
,600519.SS,600519.SS,600519.SS,600519.SS,600519.SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-04,1517.8978271484375,1529.7138690818147,1508.8176622620217,1522.451556800534,3194051,1517.8978271484375,0.0011930141881488776,0.0011923031122152439,0.1925210142878983,0.46393382014655504,0.44863465300225575,0.4032067736620089,0.4646993336606706,0.4637376487315725,0.47378682843495135,0.47706926586373904,0.46818700254170204,0.2984673266945191,0.2383327636598755,1521.2100341796875,0.46554257196613386,1509.7357421875,0.460253419104155,1525.8519287109375,0.40292426599047265,1475.7570556640626,0.3467828569895609,0.011020113998230678,0.018046055648630467,0.07770850924758997,0.10297392740604511,39.84145995159633,29.431930820280968,36.81165693373025,-7.37972611344928,1525.8519287109375,42.96642591192541,1611.7847805347883,1439.9190768870867,0.11263589894525107,-0.07849222501048725,3928157.2,4423812.9,0.8879573546159694
2020-08-05,1516.089111328125,1520.715515259305,1493.647773603098,1510.7173256762057,2552169,1516.089111328125,-0.0011915926012691092,-0.0011923031122152827,0.18181830673455154,0.2924797738146377,0.4076594808130362,0.4032881857433181,0.44863465300225575,0.4646993336606706,0.4637376487315725,0.47685439600121887,0.470094560131464,0.42552205618660804,0.287781449139241,1520.48291015625,0.45170358892849727,1508.8195678710938,0.4580542525471679,1525.245672607422,0.4087520133421071,1483.1985961914063,0.3524730429129011,0.026223459301706848,0.022881824504935176,0.0731160406996103,0.1014001087839586,60.01037687887982,27.624164500228744,34.97415844702995,-7.349993946801206,1525.245672607422,43.0168526019666,1611.279377811355,1439.2119674034889,0.11281291499336978,-0.20096172540764068,3423622.4,4287017.7,0.7986023477346501
2020-08-06,1488.784912109375,1521.5699464404067,1481.5498941435224,1517.9069467605414,3264878,1488.784912109375,-0.01800962688455099,-0.01817377402048087,0.11983825578096025,0.29145391741816723,0.41209976277061755,0.4046628761551757,0.4076594808130362,0.44863465300225575,0.4646993336606706,0.47378682843495135,0.47706926586373904,0.4272427981196653,0.29110453378034523,1512.8406005859374,0.43936617579563053,1505.3619995117188,0.4562822931951228,1522.1535034179688,0.4153240275159785,1488.666845703125,0.3583650034820739,0.02770565843010263,0.025810007530777838,0.06661469550422286,0.09947646426243828,48.10129525376885,23.7149053146436,32.722307820552686,-9.007402505909084,1522.1535034179688,43.317932249361576,1608.7893679166918,1435.5176389192457,0.11383328199709661,0.27925619345740826,3309137.2,4270300.3,0.7749190847304112
2020-08-07,1482.4588623046875,1499.42855703574,1452.9187562195236,1494.9747957738537,3424205,1482.4588623046875,-0.00424913616012168,-0.00425818939389224,0.11668754296800134,0.2905976012225984,0.40814295735298595,0.4053128053745414,0.41209976277061755,0.4076594808130362,0.44863465300225575,0.4637376487315725,0.47685439600121887,0.4296818245123344,0.2806594792931907,1504.26396484375,0.4282472375199132,1508.6068603515625,0.4502778886762512,1518.3882751464844,0.42167488729551367,1493.8474243164062,0.3641710101136144,0.026613815825317806,0.029459111424108425,0.05873605560107831,0.09701796421711388,48.86076001359551,19.87719793052497,30.153285842547145,-10.276087912022174,1518.3882751464844,43.332545674129335,1605.053366494743,1431.7231837982258,0.11415405765023794,0.04880029207829506,3180283.4,3825200.7,0.831403016317549
2020-08-10,1485.1763916015625,1495.1472859168362,1461.6533758571557,1479.704637834264,2362354,1485.1763916015625,0.0018331229054480147,0.001831444786141094,0.10895593695817242,0.2776740344595771,0.40768116851984304,0.40532478465692007,0.40814295735298595,0.41209976277061755,0.4076594808130362,0.4646993336606706,0.47378682843495135,0.43125077179904625,0.2811257617622831,1498.0814208984375,0.41684360449174773,1509.6466552734375,0.4440365495150891,1511.66220703125,0.4271480675796906,1499.0228393554687,0.37029669020520795,0.017868788578069752,0.03134537032686585,0.05124942078130726,0.09359792126493685,42.718232755918734,16.86070932071766,27.49477053818125,-10.63406121746359,1511.66220703125,36.71447416685179,1585.0911553649537,1438.2332586975465,0.09714994261569923,-0.3101014688080883,2959531.4,3673554.4,0.8056315703396144
2020-08-11,1492.9205322265625,1514.662089066642,1490.6391183582077,1490.6391183582077,3581818,1492.9205322265625,0.005214290146808187,0.005200742808701968,0.12171824185330929,0.27726448405584453,0.38048887198671727,0.40517781943426223,0.40768116851984304,0.40814295735298595,0.41209976277061755,0.44863465300225575,0.4637376487315725,0.4296511463829069,0.2982175628363043,1493.0859619140624,0.40321444828864,1507.147998046875,0.434378510127387,1506.2318176269532,0.4315385604898462,1504.465185546875,0.37549353579409306,0.01283939968478187,0.03473256539472677,0.04206084879305756,0.08946544063932305,42.33309981878499,14.922984911943331,24.980413412933668,-10.057428500990337,1506.2318176269532,30.17200613515801,1566.5758298972692,1445.8878053566373,0.08012579679187375,0.5162071391501866,3037084.8,3482621.0,0.8720687091704782
2020-08-12,1478.77783203125,1491.548292936346,1459.0541725996766,1484.2768813924758,2793392,1478.77783203125,-0.009473176830262942,-0.009518332776341044,0.12692332583854926,0.2793133933102649,0.38010569227817587,0.4035203838415648,0.38048887198671727,0.40768116851984304,0.40814295735298595,0.4076594808130362,0.4646993336606706,0.4298193562910692,0.2926790137836052,1485.6237060546875,0.39770369058166793,1503.0533081054687,0.42470363975508263,1500.524676513672,0.435620478769029,1508.48505859375,0.38055713027715093,0.015982918809980883,0.03505942035302139,0.030964606751789577,0.08503020610345648,40.00816370303819,12.106569648326513,22.40564466001224,-10.299075011685726,1500.524676513672,22.808108966984257,1546.1408944476404,1454.9084585797034,0.06080035689909948,-0.22011894518370279,3085329.4,3254475.9,0.9480265009797737
2020-08-13,1486.0946044921875,1489.6212432210873,1462.462519038489,1481.5499726741687,2054134,1486.0946044921875,0.0049478510581182356,0.00493565067032297,0.1345667900435787,0.17795198782894525,0.3812418770986639,0.39353906761817553,0.38010569227817587,0.38048887198671727,0.40768116851984304,0.41209976277061755,0.44863465300225575,0.46818700254170204,0.2984673266945191,1485.08564453125,0.39153211344727723,1498.9631225585938,0.41544914462145394,1501.4790466308593,0.4334064698146318,1511.2421346028646,0.38596048146349754,0.014959256012556635,0.03280544534718509,0.03322518703961812,0.07938198102734144,61.48726737159534,10.345684043820484,19.993652536773887,-9.647968492953403,1501.4790466308593,21.70444570353492,1544.8879380379292,1458.0701552237895,0.05782150807162345,-0.26464527713976416,2843180.6,3076158.9,0.924263242708301
2020-08-14,1509.7266845703125,1513.9985940828694,1482.4588937592894,1490.5483605571446,3765318,1509.7266845703125,0.015902137055534338,0.015777022721314152,0.176315143958488,0.1760918082301016,0.2558167245563564,0.3954256445155031,0.3812418770986639,0.38010569227817587,0.38048887198671727,0.40814295735298595,0.4076594808130362,0.470094560131464,0.42552205618660804,1490.539208984375,0.3610668668879513,1497.4015869140626,0.39465705220393227,1502.067578125,0.4248351661364663,1514.85390625,0.38726120226616545,0.059994182569538056,0.05628636507035891,0.051811972737360996,0.07679196786798766,61.20665629100293,10.733353459128239,18.141592721244756,-7.408239262116517,1502.067578125,21.763393910552562,1545.594365946105,1458.540790303895,0.05795583162168857,0.8330439981033371,2911403.2,3045843.3,0.9558611239127109
